"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","A","group","y"
-1.49541963191881,-0.429152977534529,-0.219277877197544,-0.918863426952258,-0.0898018704076312,-1.10774903850004,-0.316764906565043,-1.07013122461634,-1.91271260717872,0.101561824565667,-0.626453810742332,1,1,3.44436477002227
0.475414033256207,1.73953181164727,2.42770218231718,2.33331908000937,2.24971054150445,0.296651331679914,0.985406060196022,1.06342398281837,0.105191671267228,1.39623021376282,-0.626453810742332,1,1,5.90533784076046
0.711492132458518,1.82590350391379,0.334667896617255,0.835499584319335,-0.0538741639666003,0.686348081253473,0.0235907419613325,1.06164008308334,1.68367490670368,0.358457797999569,-0.626453810742332,1,1,3.50810375069001
-0.701529926723798,0.137746374843144,1.16790665412936,1.01789382939309,0.407650588272964,1.19753510815077,0.894759935766823,0.907059098111634,0.692141245129684,-1.09247878507037,-0.626453810742332,1,1,3.90255944035481
1.80228025360395,2.32499078470693,1.88990552109535,0.295845971167272,0.468074319189518,0.421343245337036,1.80688930391505,1.58892754052932,0.696110581064805,0.575768032675859,-0.626453810742332,1,1,3.44836120411788
-1.54412803058806,-2.20072463927534,-1.87734638995965,-1.14830251930711,-1.89242191870726,-0.658727387215113,-0.249686415802584,-1.74573659663771,-1.7617652848972,-0.650751073151074,-0.626453810742332,1,1,3.25390463300154
0.406435520283513,1.48417892995866,1.31442797611431,1.45786673495893,1.57836713582993,0.937326773810329,2.35824290481446,0.800187817515751,2.23576236436208,2.51863155218264,-0.626453810742332,1,1,5.88199451932391
-1.67676492306179,-0.800298289024002,-0.412272427660581,0.104721241592002,-0.318509254752122,-0.776642474641958,-1.32375072681261,-0.0305185715655005,0.971996602936128,0.669496640907798,-0.626453810742332,0,1,3.49658646830038
0.410978549260469,0.36209623461572,0.266778922794387,0.666665399616508,-0.202395898853849,1.08740203539924,1.41533317735067,0.200603018653002,0.625561734134383,1.10334707332454,-0.626453810742332,1,1,1.60744697767852
1.15285031197604,-1.00350286406182,0.313491154492895,-0.172140217488839,-0.681527892695926,0.613422423218105,-1.22160599339372,0.735532569613224,-0.370495319907702,-0.209247351467048,-0.626453810742332,0,1,1.67074276564402
1.83238380913801,1.47646932900039,0.248321662488434,1.42481791561655,1.44808703510902,-0.91176630793131,-0.121034127418115,0.14736886106953,-0.526762230332726,-0.169058938240509,-0.626453810742332,1,1,2.02544182734824
1.13558013655368,0.904897259258289,-0.523712934615667,0.164529090019162,2.68196949071524,0.492044679929317,-0.212537199124145,-0.403079351263975,1.09357771054943,0.774376956251805,-0.626453810742332,1,1,3.99305681911478
0.295501812506572,2.65642955166971,2.03653624339154,1.53992497119408,1.44694404550949,1.59618841809121,1.24480231888019,1.98214504083395,0.0140936277584514,1.78330902069356,-0.626453810742332,1,1,3.89131764203807
-0.0784130483873266,-0.718701102593045,-0.553180778763369,-0.348249841565242,-1.20182992713723,-0.11450698974916,-1.19623751726516,-0.159608156312894,-1.12026119347039,-0.254649318517343,-0.626453810742332,1,1,1.81697779386882
1.4429450209892,1.04549983675538,1.30195557805779,0.465087045914237,0.964542754312107,2.12071216713783,1.14358725192696,1.62089299140398,0.915026068908044,-0.296224566343686,-0.626453810742332,1,1,3.49218693210203
-0.54991160086269,-1.15633128544807,-1.65616249171975,-0.653832235111586,-0.566658569053093,-0.165883797615182,0.0393643672630094,-0.730062135451195,-0.675901326720715,0.0562106534610013,-0.626453810742332,1,1,2.20920118591322
-0.109509441483377,0.94051318221382,1.61581038569089,-0.295317912700554,-0.3438138267102,1.2080368071507,-0.133697502111577,-0.926707951629672,0.167987323167827,-0.112775820512124,-0.626453810742332,1,1,3.95921177290492
1.07715884746166,0.185767911247093,1.3371372442907,0.60587989973113,-0.285508678239149,0.177742441207799,-0.133237805256812,-0.0469132073625738,1.49156899305719,-0.775097210845383,-0.626453810742332,1,1,4.15877674186145
-0.149177711254693,-1.97463454973464,0.065781654041447,-2.20151928245012,-0.300179552238234,-0.440232501798724,-0.425891053518379,-0.313513262617493,-0.876914246914854,-0.665342826541527,-0.626453810742332,1,1,-3.31922690117137
1.72077689788758,-0.267217922905624,0.700654049436374,0.70088519961328,0.568025636879425,-0.811937650025209,-0.083498253405499,0.944864220921719,0.587366113148253,-1.25084006221123,0.183643324222082,1,2,2.47560203475548
-0.058994498144829,-0.813114317363811,0.465285700751441,-0.30454329688497,-0.902518688041236,-0.158382846568052,-0.667036733532522,0.249916516754777,-1.03315264057545,-0.388810242930882,0.183643324222082,1,2,1.96001634848346
-0.238022394934196,-0.340223832619838,-0.216260624581723,0.49174892185388,-0.0799927283604965,-0.294414304457836,-0.258616477193449,-0.745318267364405,-0.72364339204543,0.250867614263473,0.183643324222082,1,2,3.35462732609696
-0.282558759914293,0.384600383177983,1.11838139245294,0.511728442599218,0.59032915088779,0.359730512439283,0.681635687106042,0.499328966751052,1.24253899269414,-0.412573677943448,0.183643324222082,1,2,3.57771600627707
